id,title,description,size
411520116,Dendra,Bronze Age cemetery near the Mycenean settlement of Midea.,0
188623838,Villa de Los Villares,A Roman villa about 200 meters south of the center of the modern village of Santervas del Burgo and about 100 meters south of the left bank of the river Cejos.,0
250091860,Forum Traiani,Imperial forum constructed at Rome under Trajan between 105-112 CE.,2
250091861,Bath-Gymnasium Complex at Sardis,Bath/gymnasium complex containing a palaestra and a synagogue that was developed in the 3rd century CE.,1
585148249,Tomb of Seuthes III,"An elaborate tomb located near Kazanlak, Bulgaria. The Tomb of Seuthes III, who was King of the Odrysian Kingdom from ca. 331 to ca. 300 BC, is found in the Valley of the Thracian Rulers.",1
287975074,Sanctuary of Artemis Limnatis at Messene,A sanctuary on the slopes of Mount Ithome and within the city walls of ancient Messene in the Peloponnese. It was developed beginning in the 4th-3rd centuries BCE. ,2
933683601,S. Pietro ad centum muros,"On the hill of Grignano, located on the outskirts of Montebuono, the remains of a Roman villa were first excavated in the nineteenth century in the area of the church of ""S. Pietro ad centum muros"". Excavation in the 1990s revealed further villa remains beneath the church and in the vicinity of its cemetery. Epigraphic evidence attesting to the consulship of M. Vipsanius Agrippa was discovered immured in the church (CIL 9.4677 and 9.4779).",0
933683602,Dilmun Burial Mounds,"The Dilmun Burial Mounds, a cultural landscape inscribed as a UNESCO World Heritage site in July 2019. This landscape includes tombs dispersed in at least 21 archaeological sites in western Bahrain. These tombs date between 2050 and 1750 B.C. In all there are more than 11,774 burial mounds.",4
424659854,Madinat Hamad 2 Burial Mound Field (Karzakkan),"A necropolis of the early Dilmun culture, dating to the second millennium B.C.",1
424659855,San Nicola di Trullas,A Medieval church on the island of Sardinia that is dated to 1133.,1
620543181,Turkdean,"Site of a major Roman villa complex in Gloucestershire, active from late second century CE until the end of the fourth century.",0
199339871,Avenches Roman amphitheater,The Avenches Roman amphitheater.,1
888625052,Mogil'nik Maĭtan,Bronze Age burial ground in east-central Kazakhstan.,0
240415207,Porta Pretoria (Albano Laziale),The principal gateway of Castra Albana.,1
484566763,Mochlos (island),"Mochlos is an island in the Gulf of Mirabello, although in antiquity it was likely connected to the Cretan mainland. The island is the site of an ancient Minoan settlement.",2
157243532,Agora of Halaesa,"The agora of the ancient city of Halaesa (second century B.C.), now within the archaeological area of Alesa Arconidea, Sicily.",2
136699833,Faroe Islands,An archipelago made up of 18 islands situated between the Norwegian Sea and the North Atlantic Ocean.,0
81527249,Chibanes,A fortified site in use from the third millennium BC to the Roman period.,0
792786064,Rio Maior,A Roman villa.,0
439238521,Nuraghe Sa Bosa,The remains of a nuraghe near an industrial zone near Sassari.,1
743822664,Solenyĭ Dol,Burial complex in the southern Ural Mountains region containing a number of Late Antique burials.,0
958299306,Theater at Stymphalos,The remains of a rock-cut theater at Stymphalos.,1
970142378,"Villa di Loron, Cervar",A site in Istria that served as a major source of olive oil in the 1st-4th centuries CE. The site is associated with the production of Dressel 6B amphorae.,0
531279448,Royal Tombs of Vergina,The Macedonian royal necropolis at Vergina.,1
929709014,Kavuncu,"Kavuncu is a modern settlement situated near Van in the southeast of Turkey. Here a cylindrical stone (probably a column base) with an inscription of the Urartian king Minua, son of Išpuini (9/8th century BCE) was found (CTU I A 5-53 B).",1
904891411,Pagus Augustus Felix Suburbanus,"The ancient Pagus Augustus Felix Suburbanus corresponds to the territory of today's city of Boscoreale and Boscotrecase. Originating around 80 B.C. with the name of Pagus Felix Suburbanus, it included many farms.",1
361164677,Tel Michal,"A site on the Mediterranean coast of Israel with signs of habitation from the Middle Bronze Age and the Persian through the Roman periods. In the Hellenistic and Roman periods, its purpose was primarily military, and a series of forts occupied the site until around 50 CE. A small watchtower or lighthouse was built on the site in the eighth-ninth centuries CE, after which it was abandoned.",0
818256726,Theater of Ephesus,"The Theater of Ephesus sits at the foot of the Panayir mountains. It could host up to 25,000 spectators.",1
901138068,New Nisa,"The tell site of New Nisa is part of the Parthian fortress of Nisa, designated as a UNESCO World Heritage Site.",1
480215076,Old Nisa,"The tell of Old Nisa is part of the Parthian fortress of Nisa, a UNESCO World Heritage Site.",1
480215077,Ašnakkum,"Town in the Khabur River basin in Northern Syria, now known as Chagar Bazar. First settled in the Neolithic Period, the town appears to have been abandoned during the Early Bronze Age. It was resettled in the Early Dynastic period, becoming an administrative center of the Old Assyrian Empire.",0
983828927,Theater at Alinda/Alexandria ad Latmum,"The Roman Theater at Alinda could accommodate about 5,000 spectators.",1
478681498,Yazılıkaya,A sacred rock-cut sanctuary of the Hittites. The sanctuary was in use from the late sixteenth century B.C. Many of the reliefs date reigns of Tudhaliya IV and Suppiluliuma II in the late thirteenth century B.C.,1
288813555,Heroön,The so-called Heroön at Sagalassos dominates the Upper Agora in the northwest sector of the city.,1
619239399,Palace of the Shirvanshahs,"A fifteenth-century palace built by the Shirvanshahs in Baku, Azerbaijan.",1
41473468,Giant's tomb at Lu Brandali,A passage grave associated with the nuragic complex at Lu Brandali near Santa Teresa Gallura.,1
670424966,Newport Arch city gate,The remains of a third century A.D. city gate.,1
670424968,Multangular Tower,The Multangular Tower at York once stood at the west corner of the Roman legionary fortress.,1
838441539,Roman forum of Col. Clunia (Sulpicia),The Roman forum of Col. Clunia (Sulpicia) dates to the Imperial period. It is equipped with a rectangular basilica and a small tribunal in addition to shops. The paved decumanus enters the square through a gate.,1
765003289,Bolʹshoĭ Salbykskiĭ kurgan,"The Great Salbyk Mound is the largest burial mound in the Khakassia region of Russia. The mastaba-like tomb, associated with the Bronze Age Tagar culture, was constructed in the 7th century BCE, and may have had an astronomical function.",0
362008414,San Roque Theatre - Carteia,The Roman theater of Carteia.,1
763220261,"""Western Theater"" at Laodicea ad Lycum","Digitized by eye in Google Earth on 13 July 2012 at an eye altitude of 683m. Dates are general settlement dates, following Foss and Mitchell in BAtlas.",1
308912370,Roman theater of Stobi,The Roman theater of Stobi dates to the second century.,1
471437511,Arch of the Sergii,A Roman triumphal arch at Pula commemorating Lucius Sergius Lepidus and the family of the Sergii for service at the Battle of Actium in 31 BC.,1
627408618,Malo rimsko kazalište (Roman theater),The Roman theater in Pula dates to the first century.,1
139216315,Temple of Artemis Orthia,An Archaic temple dedicated to Artemis Orthia within the sanctuary of this goddess at Sparta. The site contained rich deposits of votives and masks.,1
307187361,Underground Shrine (Paestum),"A small, underground tomb-like structure located in the agora of Paestum, thought to be either a shrine or a heroon.",1
828808246,Porta Marina tower of Poseidonia/Paestum,The so-called Porta Marina of Paestum is a gate in the Hellenistic fortifications and is located along a main street axis leading to the port of the city.,1
464208929,Waḫšušana,A place from the TAVO Index,0
464208930,al-Madīna,A place from the TAVO Index,0
464208932,Zabatos,A place from the TAVO Index,0
464208935,ar-Riyāḍ,A place from the TAVO Index,0
464208936,Maʿān,A place from the TAVO Index,0
464208937,Sialk,Important settlement in central Iran inhabited from about 6000-550 BCE.,0
464208938,Tall Abū Ṣalābīḫ,A place from the TAVO Index,0
531869654,Sanctuary of the Public Lares ,"A sanctuary located on the east side of Pompeii's forum (VII, 9, 3), the Sanctuary of the Public Lares was likely built after AD 62. The sanctuary measures ca. 18 x 21 m and centers on an open central courtyard.",2
321173926,Mensa Ponderaria,"The Mensa ponderaria (VII,7,31) was an official public office adjacent to the forum of Pompeii wherein weights and measures were regulated. This location was in use from the late second century BC.",2
704746176,Hadda,"Haḍḍa, a Greco-Buddhist archeological site, is located in the ancient region of Gandhara, near the Khyber Pass, some ten kilometers south of the city of Jalalabad. This major archaeological site from which archaeologists recovered over 23,000 Greco-Buddhist sculptures in the twentieth century is thought to have been destroyed by ongoing military conflict in Afghanistan.",0
348714102,Temple of Khonsu at Karnak,"New Kingdom temple to the god Khonsu, constructed by Ramesses III and expanded by Ptolemy III Euergetes.",1
281602871,Absheron (peninsula),"A peninsula in the South Caucasus, extending approximately 60 km into the Caspian Sea.",2
243168300,Mausoleum of Lucius Munatius Plancus,A Roman mausoleum that is associated with Lucius Munatius Plancus.,1
571917892,Roman amphitheater at Grumentum,Grumentum's amphitheater (first century B.C.) is the only known example in Lucania. The arena measures ca. 62.5 by 60 meters.,1
411612163,Roman amphitheater at Frusino,The Roman amphitheater at Frusino measures ca. 78 by 57 meters.,1
850009332,Roman amphitheater at Al(l)ifae,Remains of a Roman amphitheater dating to the later first century A.D.,1
828428388,Roman amphitheater at Telesia,A Late Republican Roman amphitheater at Telesia.,1
593462325,Temple D,"The temple referred to as ""Temple D"" in the Largo Argentina is likely the Aedes Lares Permarini, sacred to the lares who protect sailors. The largest of the temples in this sacred area, ""Temple D"" dates to the second century B.C. and remains largely unexcavated.",3
820369854,Temple A,"So-called ""Temple A"" is a structure of the third century B.C. and is likely the Temple of Juturna that was vowed by Caius Lutatius Catulus following his victory against the Carthaginians in 241 B.C. It was later converted into a church, the apse of which remains visible.",2
820369856,Temple C,"The so-called ""Temple C"" of the Largo Argentina sacred area may be dedicated to the Italic goddess Feronia.",2
24441049,Roman theater at Verona,The Roman theater at Verona dates from the late first century B.C.,1
823615780,Roman amphitheater at Simitthu,The poorly preserved remains of an amphitheater that had likely been abandoned by the fifth century.,1
599287018,Tomb of Tutankhamun (KV62),"The rock-cut tomb of the Egyptian pharaoh Tutankhamun (r. ca. 1332-1323 BC), discovered by Howard Carter in 1922.",1
261350657,Public baths at Saepinum,The public baths at Saepinum are located along the decumanus and date to the first and second centuries.,1
429758769,Basilica at Saepinum,The Basilica at Saepinum is positioned at the intersection of the cardo and the decumanus.,1
983118964,Roman theater at Carsulae,"The Roman theater at Carsulae dates to the Augustan period, pre-dating the amphitheater.",1
209814686,Forum of Carsulae,"The Forum of Carsulae is supported by terraces and it includes the basilica and a twin sanctuary, in addition to tabernae.",3
721328707,So-called twin sanctuary,A double sanctuary on the forum of Carsulae. It is no longer clear to which gods these temples belonged.,2
63880221,Roman arch,A triumphal arch located in the civic forum.,1
225822532,Roman arch,The Roman arch that stands at Musti (Tunisia).,1
945740227,Forum of Suasa,The Forum of Suasa measures 50 x 100 meters and was surrounded by a portico.,1
322772903,House of the Cryptoporticus at Vulci,"A well-appointed Roman domus with a large, well-preserved cryptoporticus. The earliest phase belongs to the late second and early first century B.C. with subsequent modifications during the early Imperial period.",1
919243561,Castel Sant'Angelo,"The Mausoleum of Hadrian, also known as the Castel Sant'Angelo, is an Imperial tomb on the banks of the Tiber river.",2
540718544,Via Aurelia,A Roman road.,0
710429514,Ponte Nepesino,A bridge along the Via Amerina.,1
922890940,Ponte Romano di Parco dei Medici,The ruins of a second-century A.D. Roman bridge at Magliana Vecchia.,1
384808486,Spring near Murus Anastasii/Makron Teichos ,A spring near a fort on the Murus Anastasii/Makron Teichos,0
968858713,Mouseion Hill,A hill located near the acropolis of Athens. Pausanias discusses fortifications in the hellenistic period; later the Philopappos Monument was built at the summit.,1
538129499,Mithraeum at Fertőrákos,"A well-preserved Mithraeum with modern stone vault above ground and site below in Fertőrákos, Hungary at the site of ancient Scarbantia",1
67040863,Castellar,A Gallic oppidum and sanctuary to the god Dexiva in the Vaucluse départment.,0
347036492,Capitolinus Mons,"The smallest of Rome's hills and one of its most important, the Capitoline served as the citadel (arx) of the city and as the site of its poliadic temple.",3
335461216,Arcus Argentariorum,A commemorative arch located in the Velabrum dedicated to the Severan emperors in AD 204 by the local association of money-changers (argentarii) and merchants (negotiantes). It was later incorporated into the church of S. Giorgio al Velabro.,3
611608589,Polygonal masonry wall,An extant segment of a Polygonal masonry wall in Caiazzo.,1
599902,"Poseidon?, T.","Poseidon?, T. a sanctuary of Poseidon on the island of Samos.",1
599903,Pothaia,"An ancient place, cited: BAtlas 61 D4 Pothaia",1
599904,Pramnos (mountain),A mountain on Ikaria.,0
599905,Priene/‘Lince’?,Priene/‘Lince’? was an ancient Greek city of Ionia on an escarpment of Mycale Mons.,5
599907,Prion (mountain),Probably a mountain on Kos.,0
599908,Proespera,"An ancient place, cited: BAtlas 61 C2 Proespera",1
599909,Psaropyrgos,"An ancient place, cited: BAtlas 61 A4 Psaropyrgos",1
59991,Persakra,"An ancient place, cited: BAtlas 6 D4 Persakra",0
599910,Pserimos Ins.,"An ancient place, cited: BAtlas 61 E4 Pserimos Ins.",0
599913,Pyrgos Kheimarrou,A Hellenistic fortification and tower in southeastern Naxos.,1
599914,Pyrnos,"An ancient place, cited: BAtlas 61 G4 Pyrnos",0
599915,Pyrra,"An ancient place, cited: BAtlas 61 E2 Pyrra",0
599917,Rhakhes,"An ancient place, cited: BAtlas 61 C2 Rhakhes",1
599918,Rheneia (settlement),"An ancient place, cited: BAtlas 61 A3 Rheneia",1
599919,Rheneia (island),A Cycladic island just west of Delos in the Aegean Sea. It consists of two parts linked by a narrow isthmus.,3
59992,Pertalis,"An ancient place, cited: BAtlas 6 F5 Pertalis",0
599922,Rhodoussa/Ropousa Ins.,"An ancient place, cited: BAtlas 61 G4 Rhodoussa/Ropousa Ins.",0
599924,Samiopoula,"An ancient place, cited: BAtlas 61 D2 Samiopoula",1
599925,Samos,"An ancient place, cited: BAtlas 61 D2 Samos",2
599926,Samos (island),The island of Samos.,18
599927,Sarniç,"An ancient place, cited: BAtlas 61 G3 Sarniç",0
599928,Schinoussa (island),"An ancient place, cited: BAtlas 61 B4 Schinoussa Ins.",0
599929,Schoenus Sinus,"An ancient place, cited: BAtlas 61 G4 Schoenus Sinus",0
59993,Peukelaotis/Kaspatyros?,Peukelaotis/Kaspatyros? was an ancient city in Gandhāra located along the trade route connecting Bactria to India.,0
599931,Selinous (river),"An ancient place, cited: BAtlas 61 E2 Selinous fl.",1
599932,Selinousia L.,"An ancient place, cited: BAtlas 61 E2 Selinousia L.",0
599933,Sellada,"An ancient place, cited: BAtlas 61 A5 Sellada",0
599934,Si(b)de,"An ancient place, cited: BAtlas 61 F3 Si(b)de",0
599936,"Sinuri, T.","An ancient place, cited: BAtlas 61 F3 Sinuri, T.",0
599937,Sıralık,"An ancient place, cited: BAtlas 61 F3 Sıralık",0
599938,Skalia,"An ancient place, cited: BAtlas 61 D3 Skalia",1
599939,Skanderion Pr.,Cape Skandari is the northernmost point of the island of Kos.,1
599940,Skolopoeis,"An ancient place, cited: BAtlas 61 E2 Skolopoeis",0
599941,Skopias? Pr.,"An ancient place, cited: BAtlas 61 E4 Skopias? Pr.",0
599942,Solmissos (mountain),"A mountain, probably Davut Dağ.",0
599943,Sounion Pr.,"An ancient place, cited: BAtlas 61 A3 Sounion Pr.",1
599944,Sporades (archipelago),An archipelago off the east coast of Greece in the Aegean Sea consisting of 24 islands.,13
599945,Stadia,"An ancient place, cited: BAtlas 61 F4 Stadia",0
599946,Stena,"An ancient place, cited: BAtlas 61 E1 Stena",0
599947,Stratonikeia,"An ancient city in Caria founded by Antiochus I Soter, according to Strabo. The city had several phases, including a period of Rhodian influence, before coming under the umbrella of Roman administration. The city was elaborately embellished with monumental programs of public art and architecture. ",1
599948,Syangela,"An ancient place, cited: BAtlas 61 F3 Syangela",0
599949,Sykia,"An ancient place, cited: BAtlas 61 D4 Sykia",1
599950,Syme,"An ancient place, cited: BAtlas 61 F4 Syme",1
599951,Syme (island),"An island located off the coast of Caria, some 24 km north of Rhodes.",2
599952,Syrie (island),"An ancient place, cited: BAtlas 61 inset Syrie Ins.",3
599953,Syrna,"An ancient place, cited: BAtlas 61 G4 Syrna",0
599954,Syrnos Ins.,"An ancient place, cited: BAtlas 61 D5 Syrnos Ins.",0
599956,Taramptos (island),"An ancient place, cited: BAtlas 61 E3 Taramptos Ins.",0
599957,Teichioussa,"An ancient place, cited: BAtlas 61 E3 Teichioussa",0
599958,Telendos (island),"An ancient place, cited: BAtlas 61 D3 Telendos Ins.",0
599959,Telmissos,"An ancient place, cited: BAtlas 61 E3 Telmissos",0
59996,Phrynoi/Phuni,"An ancient place, cited: BAtlas 6 D1 Phrynoi/Phuni",0
599960,Telos,"An ancient place, cited: BAtlas 61 E5 Telos",0
599961,Telos (island),"An ancient place, cited: BAtlas 61 E5 Telos Ins.",0
599962,Tendeba,"An ancient place, cited: BAtlas 61 G3 Tendeba",0
599965,Termera,"An ancient place, cited: BAtlas 61 E4 Termera",0
599966,Termerion Pr.,"An ancient place, cited: BAtlas 61 E4 Termerion Pr.",0
599967,Teutloussa (island),"An ancient place, cited: BAtlas 61 F4 Teutloussa Ins.",1
599968,Thasthara,"An ancient place, cited: BAtlas 61 F2 Thasthara",0
599969,Theangela,"An ancient place, cited: BAtlas 61 F3 Theangela",0
599970,Thebai,"An ancient place, cited: BAtlas 61 E2 Thebai",0
599971,Thera,An ancient settlement located atop the modern Messavouno mountain on the island that shared its name in antiquity (modern Thira/Santorini).,2
599972,Thera,"An ancient place, cited: BAtlas 61 G3 Thera",0
599973,Thera (island),"An island of the southern Aegean Sea, Thera is the southernmost of the Cyclades. The island's present form is the result of a Middle Bronze Age volcanic eruption that destroyed a Minoan settlement on the island.",6
599974,Therasia (island),Therasia is the the second largest island of the Santorini Archipelago. It was separated from Thera by the Thera eruption.,4
599975,Therasia?,"An ancient place, cited: BAtlas 61 A5 Therasia?",1
599976,Therma/Asklepieis,"An ancient place, cited: BAtlas 61 C2 Therma/Asklepieis",1
599977,Thermai,"An ancient place, cited: BAtlas 61 E4 Thermai",0
599979,Thia? (island),"An ancient place, cited: BAtlas 61 A5 Thia? Ins.",2
59998,Phyllitai,"An ancient people, tribe, or cultural group. Located: Bhils.",0
599980,Thorax (mountain),Gümüş Dağ.,0
599981,Thyaira,"An ancient place, cited: BAtlas 61 F1 Thyaira",0
599982,Thymnias Sinus,"An ancient place, cited: BAtlas 61 G4 Thymnias Sinus",0
599983,Thyssanous,"An ancient place, cited: BAtlas 61 G4 Thyssanous",0
599984,*Tlos/Gelos,"An ancient place, cited: BAtlas 61 G4 *Tlos/Gelos",0
599986,Tragia (island),Tragia Ins. (modern Agathonisi) is a small island of of the Dodecanese in Greece.,0
599987,Tralles/Dia/Seleuceia ad Maeandrum/Kaisareia,"Tralles/Dia/Seleuceia ad Maeandrum/Kaisareia was an ancient city founded by Argives and Trallians that then fell under the sway of the Persian Empire and, later, Hellenistic kings.",2
599988,Triopion,"An ancient place, cited: BAtlas 61 E4 Triopion",0
599989,Triopion Pr.,"An ancient place, cited: BAtlas 61 E4 Triopion Pr.",0
59999,Polytimetos (river),Polytimetos fl. (Zeravshan River) is a river of central Asia.,0
599990,Trogiliai (islands),"An ancient place, cited: BAtlas 61 E2 Trogiliai Inss.",0
599991,Trogilion Pr.,"An ancient place, cited: BAtlas 61 E2 Trogilion Pr.",0
599992,Tsoko,"An ancient place, cited: BAtlas 61 E2 Tsoko",1
599993,Tsikalario,"An ancient place, cited: BAtlas 61 A3 Tsikalario",1
599994,Tymnos,"An ancient place, cited: BAtlas 61 G4 Tymnos",0
599996,Xerokambos,"An ancient place, cited: BAtlas 61 D3 Xerokambos",1
599997,Xystis,"An ancient place, cited: BAtlas 61 G3 Xystis",0
599999,Zephyrion,"An ancient place, cited: BAtlas 61 E3 Zephyrion",0
60000,Porouaroi?,"An ancient place, cited: BAtlas 6 D5 Porouaroi?",0
600002,"Zeus Melosios, T.","An ancient place, cited: BAtlas 61 B3 Zeus Melosios, T.",1
60003,Poulindai,"An ancient place, cited: BAtlas 6 D5 Poulindai",0
60004,Praesti,"An ancient place, cited: BAtlas 6 B4 Praesti",0
60005,Prapiotai,An ancient people of Paripātra (W Vindhyas).,0
60006,Prasiane (island),"An ancient place, cited: BAtlas 6 B4 Prasiane Ins.",0
60007,Prasii,"An ancient place, cited: BAtlas 6 E4 Prasii",0
60008,Prinas (river),"An ancient place, cited: BAtlas 6 E5 Prinas fl.",1
60010,Pseudostomos,"An ancient place, cited: BAtlas 6 G5 Pseudostomos",0
60011,Puṇḍranagara,"An ancient place, cited: BAtlas 6 F5 Puṇḍranagara",0
60015,Rarungae,"An ancient people, tribe, or cultural group. Located: Veranjā, in Mathura region?.",0
60016,Rājagṛha,"An ancient place, cited: BAtlas 6 F4 Rājagṛha",0
60018,Rhappha?,"An ancient place, cited: BAtlas 6 E4 Rhappha?",0
60019,Rhodopha,"An ancient place, cited: BAtlas 6 D4 Rhodopha",0
60021,Sacae,"An ancient place, cited: BAtlas 6 C2 Sacae",1
60022,Sagapa Stoma,Sagapa Stoma is the western mouth of the Indus river.,2
600227,Unnamed aqueduct at Ephesus (Aqua Iulia?),"The longest and most recently-constructed Roman aqueduct in the province of Asia, measuring 36.5 km from its source in the hills south of Ephesus to the metropolis itself. The aqueduct was first commissioned by the emperor Hadrian in 122-126, and it portions of it remained in use into the medieval period. In modern times, it is known as the Değirmendere Aqueduct, after the nearby Kenchrios river (modern Değirmendere).",2
600228,Untitled,"An ancient place, cited: BAtlas 61 E2 unnamed aqueduct (Aqua Troessitica)",0
600230,Untitled,"An ancient place, cited: BAtlas 61 D2 unnamed aqueduct (NW Heraion on Samos)",0
600231,Untitled,"An ancient place, cited: BAtlas 61 E1 unnamed aqueduct (S from *Boneita to Ephesus)",0
600232,Untitled,"An ancient place, cited: BAtlas 61 E2 unnamed aqueduct (near Selinous fl.)",0
600233,Untitled,"An ancient place, cited: BAtlas 61 E2 unnamed aqueduct (at Miletus)",0
600234,Untitled,"An ancient place, cited: BAtlas 61 E2 unnamed aqueduct (at Priene)",0
600235,Untitled,"An ancient place, cited: BAtlas 61 E4 unnamed aqueduct (near Kos)",0
600236,Untitled,"An ancient place, cited: BAtlas 61 E4 unnamed aqueduct (N Pele on Kos)",0
600237,Untitled,"An ancient place, cited: BAtlas 61 F2 unnamed aqueduct (at Tralles)",0
600238,Untitled,"An ancient place, cited: BAtlas 61 F2 unnamed aqueduct (at Tralles) (1)",0
600239,Untitled,"An ancient place, cited: BAtlas 61 G3 unnamed aqueduct (S of Gerga)",0
60024,Sakai,"An ancient people, tribe, or cultural group. Located: Śakas, after occupying Sindh and (briefly) N Deccan IND/PAK.",0
60025,Sakarauloi,"An ancient place, cited: BAtlas 6 C1 Sakarauloi",0
60026,Sakastan(e),Sakastan(e) was a region located between Arachosia and Drangiana.,0
60027,Salariga,"An ancient place, cited: BAtlas 6 G5 Salariga",0
60028,Sambalaka,"An ancient place, cited: BAtlas 6 D4 Sambalaka",0
60030,Sambos (river),"An ancient place, cited: BAtlas 6 E4 Sambos fl.",0
60033,Saparnos? (river),"An ancient place, cited: BAtlas 6 C3 Saparnos? fl.",0
60034,Sarabastrae,"An ancient people, tribe, or cultural group. Located: Jodhpur region. Skt.: Śālva(-vastya).",0
60035,Sarabos (river),"An ancient place, cited: BAtlas 6 E4 Sarabos fl.",0
60040,Sauarabatis,"An ancient place, cited: BAtlas 6 C5 Sauarabatis",0
60041,Selampoura,"An ancient place, cited: BAtlas 6 F5 Selampoura",0
60042,Serae,"An ancient people, tribe, or cultural group. Located: CHN (usually confused with Scythians and Parthians up to Pliny's time).",0
60043,Sesatai/Bessadae,"An ancient place, cited: BAtlas 6 G4 Sesatai/Bessadae",0
60044,Setae,"An ancient people, tribe, or cultural group. Located: Swāt. Skt.: Śveta.",0
60046,Shurabashat,"An ancient place, cited: BAtlas 6 C1 Shurabashat",0
60047,Sibai,"An ancient place, cited: BAtlas 6 C3 Sibai",0
60048,Śibipura,"An ancient place, cited: BAtlas 6 C3 Śibipura",0
60049,Silae,"An ancient place, cited: BAtlas 6 B4 Silae",0
60051,Singae,"An ancient people, tribe, or cultural group. Located: around Umarkot (modern Sanghis) PAK.",0
60052,Sinthon Stoma,"An ancient place, cited: BAtlas 6 B5 Sinthon Stoma",1
60054,Siripalla,"An ancient place, cited: BAtlas 6 E5 Siripalla",0
60055,Soanos (river),"An ancient place, cited: BAtlas 6 C3 Soanos fl.",0
60056,Sobanos? (river),"An ancient place, cited: BAtlas 6 G3 Sobanos? fl.",0
60057,Sofera,"An ancient place, cited: BAtlas 6 B4 Sofera",0
60058,Sogdiana,Sogdiana was a wide region of the Achaemenid Empire lying between the Oxus (Araxes) and Iaxartes rivers.,14
60059,Sogdii (mountain),Hissar-Alai Range.,0
60060,Soita,"An ancient place, cited: BAtlas 6 D2 Soita",0
60063,Souannagoura,"An ancient place, cited: BAtlas 6 F4 Souannagoura",0
60064,Souastene,"An ancient place, cited: BAtlas 6 C3 Souastene",0
60065,Souastos (river),"An ancient place, cited: BAtlas 6 C3 Souastos fl.",0
60066,Sourasenoi,"An ancient people, tribe, or cultural group. Located: Mathura region. Skt.: Śūrasena.",0
60067,Śrāvastī,"An ancient place, cited: BAtlas 6 E4 Śrāvastī",0
60068,Stobera,"An ancient place, cited: BAtlas 6 B4 Stobera",0
60069,Suarattaratae,"An ancient people, tribe, or cultural group. Located: in Syrastrene. Pāli: Soratta.",0
60070,Suari/Uberae,"An ancient place, cited: BAtlas 6 E5 Suari/Uberae",0
60071,Śuńgas,"An ancient place, cited: BAtlas 6 D5 Śuńgas",0
60072,Surae,"An ancient place, cited: BAtlas 6 B4 Surae",0
60077,Tachoroi,"An ancient place, cited: BAtlas 6 B2 Tachoroi",0
60079,Tamalites,"An ancient place, cited: BAtlas 6 F5 Tamalites",0
60081,Tapoureoi,"An ancient people, tribe, or cultural group. Located: KYR.",0
60083,Taxila,"An ancient city with the ruins of the Gandhāran city of Takṣaśilā, an important Hindu and Buddhist center. (cited: BAtlas 6 C3 Taxila)",1
60084,Terabdon Kolpos,"An ancient place, cited: BAtlas 6 B4 Terabdon Kolpos",0
60085,Thorax,"An ancient place, cited: BAtlas 6 C5 Thorax",0
60086,Tiausa,"An ancient place, cited: BAtlas 6 C3 Tiausa",0
60087,Tochari/Asioi,"An ancient place, cited: BAtlas 6 B1 Tochari/Asioi",0
60088,Tonberon (river),The Hingol River flows some 350 miles (560 km) through Balochistan.,0
60090,Toutapos? (river),"An ancient place, cited: BAtlas 6 C3 Toutapos? fl.",0
60091,Tripuri,"An ancient place, cited: BAtlas 6 D5 Tripuri",0
60092,Tulamba,"An ancient place, cited: BAtlas 6 C3 Tulamba",0
60097,Vaiśālī,"An ancient place, cited: BAtlas 6 F4 Vaiśālī",0
600982,Untitled,"An ancient place, cited: BAtlas 61 D2 unnamed bridge (at Neokhorion on Samos)",1
600983,Untitled,"An ancient place, cited: BAtlas 61 E4 unnamed bridge (near Triopion)",0
600984,Untitled,"An ancient place, cited: BAtlas 61 F3 unnamed bridge (at Keramos)",0
600985,Unnamed bridge,An ancient bridge located near Antiochia ad Maeandrum.,0
60099,Vidiśā,"An ancient place, cited: BAtlas 6 D5 Vidiśā",0
60100,Virāta,"An ancient place, cited: BAtlas 6 D4 Virāta",0
60102,Wardak,"An ancient place, cited: BAtlas 6 B3 Wardak",0
60105,Xenippa,"An ancient place, cited: BAtlas 6 B2 Xenippa",0
60107,Yaudheyas,"An ancient place, cited: BAtlas 6 D3 Yaudheyas",0
60110,Zadadros/Hypasis/Sydrus (river),"An ancient place, cited: BAtlas 6 C3 Zadadros/Hypasis/Sydrus fl.",0
601737,Untitled,"An ancient place, cited: BAtlas 61 A3 unnamed cemetery (on Rheneia)",0
601738,Untitled,"An ancient place, cited: BAtlas 61 A3 unnamed cemetery (near Oikonomos, on Paros)",0
601739,Untitled,"An ancient place, cited: BAtlas 61 A5 unnamed cemetery (on Therasia)",1
601740,Untitled,"An ancient place, cited: BAtlas 61 E4 unnamed cemetery (NW Kos)",0
601741,Untitled,"An ancient place, cited: BAtlas 61 E4 unnamed cemetery (cluster W Kos)",0
601742,Untitled,"An ancient place, cited: BAtlas 61 E4 unnamed cemetery (on Nisyros)",0
602492,Untitled,"An ancient place, cited: BAtlas 61 D3 unnamed fort (on Akrite)",1
602493,Unnamed fort on Nisyrion Inss.,"An ancient place, cited: BAtlas 61 E4 unnamed fort group (on Nisyrion Inss.)",1
602494,Untitled,"An ancient place, cited: BAtlas 61 E5 unnamed fort group (on Telos)",0
603247,Untitled,"An ancient place, cited: BAtlas 61 A3 unnamed quarry (on Rheneia)",0
